Arrival Date,F_Governorate_En,F_District_En,F_Sub-District_En,F_Community_En,T_Governorate_En,T_District_En,T_Sub-District_En,T_Community_En,T_Camp_En,New Arrivals (Ind),New Arrivals (HH),Most common shelter type for new arrivals,Most common tenancy arrangement for new arrivals,1st priority need of IDPs arriving during the coverage period,2nd priority need of IDPs arriving during the coverage period,3rd priority need of IDPs arriving during the coverage period,F_Governorate_PCODE,F_District_PCODE,F_Sub-District_PCODE,F_Community_PCODE,T_Governorate_PCODE,T_District_PCODE,T_Sub-District_PCODE,T_Community_PCODE,T_Camp_PCODE
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Afrin,Sharan,Sharan (Sharan),,19,4,Self_settled_Camp,,Food,Winterization,NFI,SY02,SY0204,SY020400,,SY02,SY0203,SY020304,C1497,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Afrin,Sharan,Sharan (Sharan),,28,6,Self_settled_Camp,,NFI,Food,Winterization,SY02,SY0204,SY020400,,SY02,SY0203,SY020304,C1497,
1-31 December,Idleb,Harim,Dana,,Aleppo,Afrin,Sharan,Sharan (Sharan),,28,6,Self_settled_Camp,,Food,Winterization,NFI,SY07,SY0703,SY070301,,SY02,SY0203,SY020304,C1497,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Tal Elosud,,35,7,Self_settled_Camp,,Food,Winterization,Cash,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1498,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Tal Elosud,,26,5,Self_settled_Camp,,Food,Winterization,NFI,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1498,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Tal Elosud,,16,3,Self_settled_Camp,,Food,Winterization,NFI,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1498,
1-31 December,Aleppo,Afrin,Sheikh El-Hadid,,Aleppo,Afrin,Sharan,Tal Elosud,,15,3,Self_settled_Camp,,Food,Winterization,Cash,SY02,SY0203,SY020305,,SY02,SY0203,SY020304,C1498,
1-31 December,Idleb,Harim,Harim,,Aleppo,Afrin,Sharan,Tal Elosud,,21,4,Self_settled_Camp,,Food,Winterization,NFI,SY07,SY0703,SY070300,,SY02,SY0203,SY020304,C1498,
1-31 December,Idleb,Harim,Dana,,Aleppo,Afrin,Sharan,Tal Elosud,,30,6,Self_settled_Camp,,Food,Winterization,Cash,SY07,SY0703,SY070301,,SY02,SY0203,SY020304,C1498,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Zaytuneh (Sharan),,34,6,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1499,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Sharan,Zaytuneh (Sharan),,41,7,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020303,,SY02,SY0203,SY020304,C1499,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Yiji,,49,9,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1500,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Little Hallubi,,41,8,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1501,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sharan,Little Hallubi,,16,3,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY07,SY0700,SY070000,,SY02,SY0203,SY020304,C1501,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Mhabbaba - Naz Oshaghi,,36,7,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1502,
1-31 December,Aleppo,Afrin,Sharan,,Aleppo,Afrin,Sharan,Mhabbaba - Naz Oshaghi,,22,4,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020304,,SY02,SY0203,SY020304,C1502,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sharan,Mhabbaba - Naz Oshaghi,,33,7,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY07,SY0700,SY070000,,SY02,SY0203,SY020304,C1502,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Bayaa,,14,3,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1503,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sharan,Bayaa,,37,7,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY07,SY0700,SY070000,,SY02,SY0203,SY020304,C1503,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Big Hallubi,,16,3,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1504,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sharan,Big Hallubi,,33,7,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY07,SY0700,SY070000,,SY02,SY0203,SY020304,C1504,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Maydan Afrin,,53,10,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1505,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sharan,Maydan Afrin,,58,11,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY07,SY0700,SY070000,,SY02,SY0203,SY020304,C1505,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Doraq,,20,4,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1506,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Sharan,Doraq,,47,9,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020302,,SY02,SY0203,SY020304,C1506,
1-31 December,Aleppo,Afrin,Sharan,,Aleppo,Afrin,Sharan,Doraq,,20,4,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020304,,SY02,SY0203,SY020304,C1506,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sharan,Doraq,,10,2,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY07,SY0700,SY070000,,SY02,SY0203,SY020304,C1506,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Sharan,Bafelyun,,11,2,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020303,,SY02,SY0203,SY020304,C1507,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sharan,Bafelyun,,52,10,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY07,SY0700,SY070000,,SY02,SY0203,SY020304,C1507,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Sharan,Ser - Sarnjak,,22,4,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020303,,SY02,SY0203,SY020304,C1508,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sharan,Ser - Sarnjak,,40,7,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY07,SY0700,SY070000,,SY02,SY0203,SY020304,C1508,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Qarra (Sharan),,43,8,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1509,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Sharan,Qarra (Sharan),,16,3,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020303,,SY02,SY0203,SY020304,C1509,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Omariyeh Afrin,,19,4,Self_settled_Camp,,Food,Winterization,NFI,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1510,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Omariyeh Afrin,,15,3,Solid_finished_houses_apartments,,Food,NFI,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1510,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Sharan,Omariyeh Afrin,,21,4,Solid_finished_houses_apartments,,Food,NFI,Winterization,SY02,SY0203,SY020303,,SY02,SY0203,SY020304,C1510,
1-31 December,Aleppo,Afrin,Ma'btali,,Aleppo,Afrin,Sharan,Omariyeh Afrin,,15,3,Self_settled_Camp,,Food,Winterization,NFI,SY02,SY0203,SY020306,,SY02,SY0203,SY020304,C1510,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Amud (Sharan),,43,8,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1511,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sharan,Amud (Sharan),,58,11,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY07,SY0700,SY070000,,SY02,SY0203,SY020304,C1511,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Ali Bazan,,14,3,Self_settled_Camp,,Food,NFI,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1512,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Ali Bazan,,14,3,Unfinished_damaged_houses_apartments,,Food,NFI,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1512,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Sharan,Ali Bazan,,10,2,Unfinished_damaged_houses_apartments,,Food,NFI,Winterization,SY02,SY0203,SY020303,,SY02,SY0203,SY020304,C1512,
1-31 December,Aleppo,Afrin,Sharan,,Aleppo,Afrin,Sharan,Ali Bazan,,14,3,Self_settled_Camp,,Food,NFI,Winterization,SY02,SY0203,SY020304,,SY02,SY0203,SY020304,C1512,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Big Dib,,39,8,Solid_finished_houses_apartments,,Food,NFI,Winterization,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1513,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Big Dib,,14,3,Solid_finished_houses_apartments,,Food,NFI,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1513,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Sharan,Big Dib,,34,7,Solid_finished_houses_apartments,,Food,NFI,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020304,C1513,
1-31 December,Aleppo,Afrin,Ma'btali,,Aleppo,Afrin,Sharan,Big Dib,,10,2,Solid_finished_houses_apartments,,Food,NFI,Winterization,SY02,SY0203,SY020306,,SY02,SY0203,SY020304,C1513,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Qastal (Sharan),,16,3,Self_settled_Camp,,Food,Winterization,NFI,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1514,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Sharan,Qastal (Sharan),,22,4,Self_settled_Camp,,Food,NFI,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020304,C1514,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Sharan,Qastal (Sharan),,10,2,Self_settled_Camp,,Food,Winterization,NFI,SY02,SY0203,SY020303,,SY02,SY0203,SY020304,C1514,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Doha (Sharan),,40,8,Self_settled_Camp,,Food,Winterization,NFI,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1515,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Doha (Sharan),,15,3,Self_settled_Camp,,Food,Winterization,NFI,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1515,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Sharan,Doha (Sharan),,15,3,Solid_finished_houses_apartments,,Food,NFI,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020304,C1515,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Sharan,Doha (Sharan),,15,3,Self_settled_Camp,,Food,Winterization,NFI,SY02,SY0203,SY020303,,SY02,SY0203,SY020304,C1515,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Afrin,Sharan,Doha (Sharan),,20,4,Solid_finished_houses_apartments,,Food,NFI,Winterization,SY02,SY0204,SY020400,,SY02,SY0203,SY020304,C1515,
1-31 December,Idleb,Harim,Dana,,Aleppo,Afrin,Sharan,Doha (Sharan),,20,4,Solid_finished_houses_apartments,,Food,NFI,Winterization,SY07,SY0703,SY070301,,SY02,SY0203,SY020304,C1515,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Little Dib,,18,4,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1516,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Little Dib,,11,2,Unfinished_damaged_houses_apartments,,Food,NFI,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1516,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Sharan,Little Dib,,11,2,Unfinished_damaged_houses_apartments,,Food,NFI,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020304,C1516,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sharan,Sim Omariyeh,,44,8,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY07,SY0700,SY070000,,SY02,SY0203,SY020304,C1517,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Afrin,Sharan,Kafr Janna,,15,3,Self_settled_Camp,,NFI,Food,Winterization,SY02,SY0202,SY020200,,SY02,SY0203,SY020304,C1518,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Kafr Janna,,25,5,Self_settled_Camp,,NFI,Food,Winterization,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1518,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Kafr Janna,,29,6,Unfinished_damaged_houses_apartments,,Food,NFI,Winterization,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1518,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Afrin,Sharan,Kafr Janna,,20,4,Self_settled_Camp,,NFI,Food,Winterization,SY02,SY0204,SY020400,,SY02,SY0203,SY020304,C1518,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Afrin,Sharan,Kafr Janna,,29,6,Unfinished_damaged_houses_apartments,,Food,NFI,Winterization,SY02,SY0204,SY020400,,SY02,SY0203,SY020304,C1518,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Qatireh,,10,2,Self_settled_Camp,,NFI,Food,Winterization,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1519,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Qatireh,,20,4,Self_settled_Camp,,Food,Winterization,NFI,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1519,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Qatireh,,16,3,Self_settled_Camp,,NFI,Food,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1519,
1-31 December,Aleppo,Jebel Saman,Daret Azza,,Aleppo,Afrin,Sharan,Mashaala,,16,3,Self_settled_Camp,,Food,NFI,Winterization,SY02,SY0200,SY020004,,SY02,SY0203,SY020304,C1520,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Afrin,Sharan,Mashaala,,16,3,Self_settled_Camp,,Food,NFI,Winterization,SY02,SY0202,SY020200,,SY02,SY0203,SY020304,C1520,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Mashaala,,20,4,Self_settled_Camp,,NFI,Food,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1520,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Afrin,Sharan,Mashaala,,24,5,Self_settled_Camp,,NFI,Food,Winterization,SY02,SY0204,SY020400,,SY02,SY0203,SY020304,C1520,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Qastal Jend,,14,3,Self_settled_Camp,,Food,NFI,Winterization,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1521,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Qastal Jend,,34,7,Unfinished_damaged_houses_apartments,,Food,Winterization,NFI,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1521,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Qastal Jend,,19,4,Self_settled_Camp,,Food,NFI,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1521,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Sharan,Qastal Jend,,15,3,Unfinished_damaged_houses_apartments,,Food,Winterization,NFI,SY02,SY0203,SY020303,,SY02,SY0203,SY020304,C1521,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Afrin,Sharan,Qastal Jend,,33,7,Self_settled_Camp,,Food,NFI,Winterization,SY02,SY0204,SY020400,,SY02,SY0203,SY020304,C1521,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Kafroum,,19,4,Solid_finished_houses_apartments,,Food,NFI,Winterization,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1522,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Kafroum,,10,2,Self_settled_Camp,,Food,NFI,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1522,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Kafroum,,15,3,Solid_finished_houses_apartments,,Food,NFI,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1522,
1-31 December,Idleb,Harim,Dana,,Aleppo,Afrin,Sharan,Kafroum,,14,3,Self_settled_Camp,,Food,NFI,Winterization,SY07,SY0703,SY070301,,SY02,SY0203,SY020304,C1522,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Marsawa,,23,5,Unfinished_damaged_houses_apartments,,Winterization,NFI,Food,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1523,
1-31 December,Aleppo,Jebel Saman,Daret Azza,,Aleppo,Afrin,Sharan,Qatmet Efrin,,20,4,Self_settled_Camp,,Food,Winterization,NFI,SY02,SY0200,SY020004,,SY02,SY0203,SY020304,C1524,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Afrin,Sharan,Qatmet Efrin,,20,4,Self_settled_Camp,,Food,NFI,Winterization,SY02,SY0202,SY020200,,SY02,SY0203,SY020304,C1524,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Sharan,Qatmet Efrin,,20,4,Self_settled_Camp,,Food,Winterization,NFI,SY02,SY0203,SY020300,,SY02,SY0203,SY020304,C1524,
1-31 December,Aleppo,Afrin,Bulbul,,Aleppo,Afrin,Sharan,Qatmet Efrin,,30,6,Self_settled_Camp,,Food,NFI,Winterization,SY02,SY0203,SY020301,,SY02,SY0203,SY020304,C1524,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Sharan,Qatmet Efrin,,20,4,Self_settled_Camp,,Food,Winterization,NFI,SY02,SY0203,SY020302,,SY02,SY0203,SY020304,C1524,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Afrin,Sharan,Qatmet Efrin,,20,4,Self_settled_Camp,,Food,NFI,Winterization,SY02,SY0204,SY020400,,SY02,SY0203,SY020304,C1524,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Sheikh El-Hadid,,37,7,Self_settled_Camp,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C1525,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Sheikh El-Hadid,,33,6,Unfinished_damaged_houses_apartments,,NFI,Winterization,Livelihoods,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C1525,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Aleppo,Afrin,Sheikh El-Hadid,Sheikh El-Hadid,,22,4,Unfinished_damaged_houses_apartments,,NFI,Winterization,Livelihoods,SY07,SY0704,SY070400,,SY02,SY0203,SY020305,C1525,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Tal Elthaaleb - Sheikh Jqali,,4,1,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C1526,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Khazafiyeh - Qorret Matlaq,,16,3,Self_settled_Camp,,NFI,Winterization,Livelihoods,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C1527,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Aleppo,Afrin,Sheikh El-Hadid,Khazafiyeh - Qorret Matlaq,,28,5,Self_settled_Camp,,NFI,Winterization,Livelihoods,SY07,SY0704,SY070400,,SY02,SY0203,SY020305,C1527,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Anqala,,29,4,Unfinished_damaged_houses_apartments,,NFI,Winterization,Livelihoods,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C1528,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Sinnara,,22,4,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C1529,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Aleppo,Afrin,Sheikh El-Hadid,Sinnara,,28,5,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0704,SY070400,,SY02,SY0203,SY020305,C1529,
1-31 December,Idleb,Ariha,Ariha,,Aleppo,Afrin,Sheikh El-Hadid,Sinnara,,28,5,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0705,SY070500,,SY02,SY0203,SY020305,C1529,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Mazineh - Aranda,,27,5,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C1530,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Aleppo,Afrin,Sheikh El-Hadid,Mazineh - Aranda,,55,10,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0704,SY070400,,SY02,SY0203,SY020305,C1530,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Darmash - Darmashkanli,,10,2,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C1531,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Wadi Elthaalab - Lower Jqal,,5,1,Unfinished_damaged_houses_apartments,,NFI,Livelihoods,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C1532,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Wadi Elthaalab - Lower Jqal,,9,2,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C1532,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Maghar - Maghar Jeq,,12,3,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C1533,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Mostakan,,10,2,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C1534,
1-31 December,Aleppo,Jebel Saman,Jebel Saman,,Aleppo,Afrin,Ma'btali,Bermaja,,10,2,Solid_finished_houses_apartments,,Cash,Shelter,Winterization,SY02,SY0200,SY020000,,SY02,SY0203,SY020306,C1535,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Ma'btali,Bermaja,,15,3,Solid_finished_houses_apartments,,Cash,Shelter,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020306,C1535,
1-31 December,Idleb,Ariha,Ehsem,,Aleppo,Afrin,Ma'btali,Bermaja,,10,2,Solid_finished_houses_apartments,,Cash,Shelter,Winterization,SY07,SY0705,SY070501,,SY02,SY0203,SY020306,C1535,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Ma'btali,Surra - Kobak,,26,5,Solid_finished_houses_apartments,,Livelihoods,Cash,Winterization,SY02,SY0203,SY020300,,SY02,SY0203,SY020306,C1536,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Ma'btali,Surra - Kobak,,16,3,Solid_finished_houses_apartments,,Livelihoods,Cash,Winterization,SY02,SY0203,SY020303,,SY02,SY0203,SY020306,C1536,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Ma'btali,Surra - Kobak,,10,2,Solid_finished_houses_apartments,,Livelihoods,Cash,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020306,C1536,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Ma'btali,Ashur,,10,2,Solid_finished_houses_apartments,,Winterization,NFI,Livelihoods,SY02,SY0203,SY020302,,SY02,SY0203,SY020306,C1537,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Ma'btali,Ashur,,15,3,Solid_finished_houses_apartments,,Winterization,NFI,Livelihoods,SY02,SY0203,SY020303,,SY02,SY0203,SY020306,C1537,
1-31 December,Idleb,Ariha,Mhambal,,Aleppo,Afrin,Ma'btali,Ashur,,15,3,Solid_finished_houses_apartments,,Winterization,NFI,Livelihoods,SY07,SY0705,SY070502,,SY02,SY0203,SY020306,C1537,
1-31 December,Aleppo,Jebel Saman,Daret Azza,,Aleppo,Afrin,Ma'btali,Hamu Raju,,10,2,Solid_finished_houses_apartments,,Food,NFI,Livelihoods,SY02,SY0200,SY020004,,SY02,SY0203,SY020306,C1538,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Ma'btali,Hamu Raju,,5,1,Solid_finished_houses_apartments,,Food,NFI,Livelihoods,SY02,SY0203,SY020300,,SY02,SY0203,SY020306,C1538,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Ma'btali,Hamu Raju,,10,2,Solid_finished_houses_apartments,,Food,NFI,Livelihoods,SY02,SY0203,SY020302,,SY02,SY0203,SY020306,C1538,
